synthetic_indicator_one_min,synthetic_indicator_one_max,synthetic_indicator_nd_min,synthetic_indicator_nd_max,relative_profit
199.49494949494945,366.1616161616161,-394.4444444444444,-272.2222222222223,-0.0547895946660184
-416.16161616161617,-260.6060606060606,-430.8080808080808,-175.2525252525253,0.10853860140738078
231.31313131313124,364.6464646464646,-463.13131313131316,-385.35353535353534,-0.0025025041862327185
-17.171717171717198,249.49494949494942,143.9393939393939,199.4949494949494,0.1282955931928287
-29.797979797979835,70.20202020202014,248.98989898989893,437.87878787878776,0.00541673062925189
-277.77777777777777,-55.55555555555561,121.71717171717167,221.71717171717165,-0.046052363739184914
-467.1717171717172,-300.5050505050506,135.85858585858583,369.19191919191917,0.00483493536017113
-485.85858585858585,-352.52525252525254,-390.90909090909093,-124.24242424242425,0.053506508935746794
-348.4848484848485,-126.26262626262627,-315.6565656565657,-148.98989898989902,0.05523036640783709
54.04040404040398,309.59595959595947,109.09090909090908,264.64646464646455,0.1392269027819469
-476.26262626262627,-331.8181818181818,68.68686868686868,224.2424242424242,0.0012614296325303591
-238.38383838383842,6.060606060606032,-95.95959595959602,126.26262626262626,-0.08343230404614284
123.73737373737376,401.51515151515144,355.050505050505,432.8282828282827,0.0005240091124511027
-450.0,-216.6666666666667,68.68686868686868,224.2424242424242,0.0008811502395592152
383.33333333333326,505.55555555555554,205.55555555555551,461.111111111111,4.160378087681339e-05
284.34343434343435,362.12121212121207,-167.17171717171718,66.16161616161614,-0.025558599987593272
-444.4444444444444,-333.33333333333337,-95.95959595959602,126.26262626262626,0.00013754109421193752
-36.86868686868691,218.68686868686862,-467.1717171717172,-300.5050505050506,-0.001809404716978918
-469.1919191919192,-258.0808080808081,125.2525252525252,147.47474747474743,0.0016966028355926118
-161.61616161616163,-50.50505050505055,-246.969696969697,-35.8585858585859,-0.007053045170578114
-488.3838383838384,-299.49494949494954,-470.7070707070707,-226.2626262626263,0.05251541604000899
-474.24242424242425,-374.24242424242425,-269.69696969696975,-3.030303030303063,0.007253471729403717
-483.3333333333333,-405.5555555555556,272.7272727272726,383.8383838383839,0.00012846026308385003
