synthetic_indicator_one_min,synthetic_indicator_one_max,synthetic_indicator_one_relLen,synthetic_indicator_nd_min,synthetic_indicator_nd_max,synthetic_indicator_nd_relLen,relative_profit,number_of_datapoints,is_empty
-515.1515151515151,484.8484848484848,0.9,-353.03030303030306,413.6363636363637,0.7,0.0037692688805837653,372,False
-200.00000000000006,311.1111111111111,0.41,-343.93939393939394,222.72727272727263,0.52,-0.006366692080363569,138,False
-42.424242424242465,335.3535353535353,0.31,-71.71717171717175,506.06060606060595,0.52,0.040386477177469286,100,False
-166.16161616161617,489.39393939393943,0.55,-3.030303030303058,396.969696969697,0.38,0.012671067058224909,128,False
-458.58585858585855,408.08080808080797,0.78,-390.90909090909093,542.4242424242424,0.86,0.006112487365618259,372,False
-165.15151515151516,468.1818181818182,0.53,-478.78787878787875,387.87878787878776,0.78,-0.0060458458731360715,252,False
-503.5353535353535,240.90909090909085,0.65,-311.61616161616166,432.82828282828274,0.68,0.010672117756744457,267,False
-44.94949494949499,388.3838383838383,0.37,-383.83838383838383,393.9393939393939,0.72,0.009352106573187803,154,False
-473.7373737373738,-162.62626262626267,0.31,-523.7373737373737,442.92929292929284,0.88,0.02560930456827457,163,False
-498.4848484848485,-87.37373737373737,0.41,-336.36363636363643,285.8585858585858,0.56,0.009892136911102061,124,False
-90.90909090909096,464.6464646464646,0.47,-453.5353535353535,-142.42424242424244,0.28,-0.035684198841524316,77,False
-473.2323232323232,271.21212121212113,0.63,-500.5050505050506,399.4949494949495,0.82,0.014480914162963236,327,False
-478.2828282828283,377.2727272727273,0.76,-227.2727272727273,217.1717171717171,0.42,-0.0012937219951654113,194,False
-283.8383838383839,516.161616161616,0.67,-299.49494949494954,178.28282828282818,0.44,-0.011101519737563414,190,False
-253.53535353535358,324.24242424242414,0.47,-179.2929292929293,320.7070707070706,0.46,0.00564319634400563,145,False
-502.020202020202,209.09090909090904,0.63,-416.6666666666667,416.6666666666667,0.76,0.014488138940629548,291,False
-500.5050505050506,399.4949494949495,0.8,-383.83838383838383,393.9393939393939,0.72,0.006348002807311673,349,False
-462.1212121212121,37.878787878787854,0.47,-111.61616161616166,455.0505050505049,0.52,-0.01827163318817966,147,False
-392.42424242424244,352.02020202020196,0.63,-369.1919191919193,530.8080808080806,0.82,0.007490016168267611,307,False
-446.4646464646465,375.75757575757575,0.71,-512.1212121212121,198.98989898989896,0.66,0.005556247049223212,283,False
