synthetic_indicator_one_min,synthetic_indicator_one_max,synthetic_indicator_one_relLen,synthetic_indicator_nd_min,synthetic_indicator_nd_max,synthetic_indicator_nd_relLen,relative_profit,number_of_datapoints,is_empty
-500.5050505050506,399.4949494949495,0.8,-189.39393939393943,-133.83838383838383,0.06,-0.01038455411480965,29,False
-424.2424242424242,-313.13131313131316,0.12,-416.66666666666663,194.4444444444444,0.58,0.041467481299003496,33,False
-487.8787878787879,-310.1010101010101,0.2,-213.63636363636365,375.2525252525252,0.54,0.0033009348014708096,50,False
-241.41414141414145,514.141414141414,0.63,-271.71717171717177,483.8383838383837,0.68,-0.0024690400885793717,268,False
83.83838383838382,350.5050505050505,0.22,-405.0505050505051,172.7272727272727,0.52,0.009713209404228604,76,False
-6.060606060606091,16.161616161616138,0.02,115.1515151515151,359.59595959595947,0.22,-0.02409427429985599,3,False
163.63636363636357,452.52525252525254,0.27,-54.040404040404084,134.8484848484848,0.18,0.03796443977430973,28,False
-431.3131313131313,-164.6464646464647,0.27,-420.20202020202015,268.6868686868686,0.64,0.03503057539917106,101,False
-161.61616161616163,-50.50505050505055,0.1,352.5252525252525,485.85858585858574,0.1,0.00797349985366266,7,False
-483.33333333333337,38.888888888888864,0.49,-280.30303030303037,219.6969696969696,0.46,-0.01917243771113591,129,False
-258.08080808080814,419.69696969696963,0.57,160.10101010101008,304.54545454545445,0.12,0.04288617787513229,55,False
-484.8484848484849,70.70707070707064,0.51,-21.71717171717175,122.72727272727272,0.14,-0.06156759459405079,42,False
-457.07070707070704,376.26262626262627,0.73,-498.4848484848485,-87.37373737373737,0.36,0.009623517941654863,157,False
-167.17171717171718,510.6060606060605,0.57,-130.3030303030303,403.03030303030306,0.5,0.006314622955482491,177,False
-403.5353535353536,140.9090909090909,0.49,-383.83838383838383,-272.7272727272728,0.1,0.08567059053316108,22,False
-158.08080808080808,319.6969696969696,0.39,-237.3737373737374,429.2929292929292,0.62,0.0016923733351429022,154,False
-498.48484848484856,357.07070707070704,0.76,-441.9191919191919,-386.3636363636363,0.04,0.019980600882380527,24,False
7.070707070707046,184.8484848484848,0.12,-168.1818181818182,87.37373737373737,0.22,0.0214513677992696,15,False
-99.49494949494948,-21.71717171717176,0.06,-268.18181818181824,-34.84848484848489,0.2,-0.009745351919452692,12,False
-278.2828282828283,-44.949494949495,0.2,161.1111111111111,283.3333333333332,0.1,0.016042017188222183,14,False
-252.02020202020205,292.42424242424244,0.43,186.86868686868678,409.090909090909,0.2,0.024684221827945753,50,False
-418.1818181818182,448.4848484848483,0.78,-260.10101010101016,-204.54545454545456,0.04,-0.025386419170240152,24,False
-117.67676767676767,360.1010101010101,0.39,131.31313131313127,464.6464646464645,0.3,0.03145460246694634,77,False
-352.020202020202,392.4242424242424,0.63,-344.949494949495,243.93939393939388,0.54,-0.003384771326356043,213,False
-478.2828282828283,377.2727272727273,0.76,-497.4747474747475,335.85858585858574,0.76,0.008793006942956972,351,False
-517.1717171717172,305.050505050505,0.73,-429.7979797979798,-196.4646464646465,0.2,0.028683015068548087,86,False
-364.14141414141415,202.52525252525245,0.47,-381.8181818181818,351.51515151515144,0.68,0.014606970216901069,195,False
-519.6969696969697,358.080808080808,0.8,142.9292929292929,220.70707070707064,0.08,0.04038567756339064,37,False
-461.1111111111111,16.666666666666636,0.45,-87.87878787878793,401.01010101010104,0.46,-0.02154606883631229,131,False
41.919191919191846,119.69696969696969,0.06,4.040404040404017,248.4848484848484,0.24,0.10613569879515446,10,False
-410.10101010101005,501.01010101010104,0.8,-347.4747474747475,519.191919191919,0.76,0.003246152349872655,378,False
-385.3535353535354,203.53535353535347,0.49,-210.60606060606065,533.8383838383838,0.68,0.005847221825764124,208,False
-326.26262626262627,518.181818181818,0.71,139.8989898989898,506.5656565656564,0.32,0.0210892774630446,136,False
-242.42424242424246,535.3535353535353,0.65,-67.67676767676772,421.21212121212113,0.46,0.007559539789529423,183,False
