synthetic_indicator_one_min,synthetic_indicator_one_max,synthetic_indicator_one_relLen,synthetic_indicator_nd_min,synthetic_indicator_nd_max,synthetic_indicator_nd_relLen,relative_profit,number_of_datapoints,is_empty
436.3636363636364,503.030303030303,0.06,143.9393939393939,199.4949494949494,0.06,4.2591236961971435e-06,2,False
-341.9191919191919,-264.14141414141415,0.08,162.1212121212121,262.12121212121207,0.08,0.01807689459688263,2,False
-268.68686868686865,-246.4646464646465,0.02,74.74747474747474,96.96969696969695,0.02,,0,False
204.5454545454545,260.10101010101005,0.04,394.44444444444434,494.4444444444443,0.08,7.976018510100075e-06,1,False
-100.50505050505049,-0.5050505050505372,0.08,315.15151515151507,381.81818181818187,0.06,0.00661220147224202,5,False
-472.22222222222223,-416.66666666666663,0.06,-311.61616161616166,-233.8383838383839,0.06,0.02405299633157605,3,False
336.8686868686869,370.2020202020201,0.04,-318.6868686868687,-307.5757575757576,0.02,-0.05423682622077171,2,False
64.14141414141407,97.47474747474746,0.02,53.535353535353515,97.97979797979797,0.04,,0,False
-28.787878787878824,48.98989898989892,0.06,236.3636363636363,258.58585858585855,0.02,0.006984038783200286,1,False
-482.8282828282828,-416.16161616161617,0.08,-68.68686868686873,-2.020202020202049,0.06,5.007885496973118e-05,1,False
62.121212121212054,139.89898989898992,0.06,-159.09090909090912,-103.53535353535354,0.04,-0.0009483002774072289,2,False
-159.5959595959596,-92.92929292929291,0.06,-381.81818181818187,-315.1515151515151,0.06,0.005752284427186051,1,False
294.44444444444434,372.2222222222221,0.08,125.2525252525252,147.47474747474743,0.02,,0,False
296.9696969696968,319.19191919191917,0.02,73.73737373737373,118.18181818181817,0.04,,0,False
-108.58585858585859,-53.030303030303074,0.06,-15.656565656565691,-4.545454545454575,0.02,,0,False
-251.01010101010104,-173.2323232323233,0.06,154.54545454545445,198.9898989898989,0.04,0.003385208418048372,3,False
60.10101010101003,182.32323232323225,0.08,233.33333333333326,322.2222222222222,0.08,0.04676549852485276,8,False
-139.8989898989899,-62.12121212121217,0.06,-209.59595959595964,-154.04040404040404,0.06,0.00031905889868838705,1,False
-100.50505050505049,-0.5050505050505372,0.08,-239.89898989898995,-184.34343434343435,0.04,0.0015225753757622613,2,False
130.3030303030303,263.63636363636357,0.08,-108.08080808080808,-63.63636363636368,0.04,-0.0032852297509157074,2,False
265.1515151515151,320.70707070707067,0.06,-322.22222222222223,-233.33333333333337,0.08,-0.0966423057684211,4,False
-57.070707070707115,-23.737373737373776,0.02,-331.81818181818187,-254.0404040404041,0.08,,0,False
10.101010101010074,121.2121212121212,0.08,14.141414141414115,36.36363636363634,0.02,0.03224113651171026,3,False
204.04040404040398,270.7070707070707,0.06,-421.2121212121212,-376.7676767676768,0.04,-0.001198635968374463,1,False
-7.575757575757604,47.97979797979791,0.04,428.2828282828282,450.50505050505035,0.02,4.099668990835202e-05,2,False
-480.3030303030303,-469.19191919191917,0.02,124.7474747474747,158.08080808080797,0.04,1.975005124710071e-05,1,False
-6.060606060606091,16.161616161616138,0.02,213.13131313131308,302.0202020202019,0.08,0.006984038783200286,1,False
458.58585858585866,480.80808080808066,0.02,377.7777777777778,399.9999999999999,0.02,2.2177556507043063e-08,1,False
205.55555555555551,238.8888888888888,0.02,355.050505050505,432.8282828282827,0.06,,0,False
-380.80808080808083,-336.3636363636364,0.06,114.14141414141413,158.5858585858585,0.06,,0,False
-410.6060606060606,-377.2727272727273,0.02,396.46464646464636,452.0202020202019,0.04,3.516358092879203e-05,1,False
-462.1212121212122,-406.5656565656566,0.06,-441.9191919191919,-386.3636363636363,0.04,0.009134386485236162,3,False
295.95959595959584,340.4040404040404,0.04,-161.11111111111111,-61.11111111111116,0.08,-0.03651735028168379,2,False
356.060606060606,411.6161616161615,0.06,354.040404040404,454.0404040404039,0.08,6.68164685747248e-06,6,False
113.13131313131312,179.79797979797974,0.04,447.97979797979787,481.3131313131312,0.02,2.766009104590215e-05,2,False
-108.08080808080808,-63.63636363636368,0.04,-321.2121212121212,-254.5454545454546,0.06,0.005752284427186051,1,False
317.1717171717171,339.39393939393943,0.02,94.94949494949493,117.17171717171716,0.02,,0,False
-180.80808080808086,-91.9191919191919,0.08,489.3939393939392,500.5050505050505,0.02,,0,False
-471.2121212121212,-437.8787878787879,0.04,396.46464646464636,452.0202020202019,0.04,6.878526477104786e-06,3,False
-442.4242424242424,-375.7575757575758,0.06,315.15151515151507,381.81818181818187,0.06,0.00040132596912182,2,False
-379.7979797979798,-357.5757575757576,0.04,275.75757575757564,320.20202020202015,0.04,,0,False
-10.101010101010132,101.010101010101,0.08,-260.10101010101016,-204.54545454545456,0.04,-0.0006110500333334016,1,False
-208.5858585858586,-175.25252525252532,0.02,373.7373737373738,484.8484848484847,0.08,,0,False
-26.262626262626302,-4.04040404040407,0.02,163.1313131313131,240.90909090909082,0.06,-0.035042540910007504,2,False
-68.68686868686873,-2.020202020202049,0.06,-108.08080808080808,-63.63636363636368,0.04,-0.007279404105678366,2,False
404.5454545454544,504.54545454545456,0.08,-46.96969696969701,-13.63636363636367,0.02,-0.002662126306941436,1,False
-228.28282828282832,-206.0606060606061,0.02,-382.32323232323233,-304.5454545454546,0.08,,0,False
-7.575757575757604,47.97979797979791,0.04,52.020202020202,129.79797979797974,0.08,-0.05186338982922897,2,False
-58.080808080808126,-2.5252525252525544,0.04,273.7373737373736,362.6262626262626,0.08,0.004383695783600832,2,False
-157.5757575757576,-135.35353535353536,0.02,-160.1010101010101,-82.32323232323238,0.06,0.0013866704889130006,1,False
-68.68686868686873,-2.020202020202049,0.06,255.5555555555555,299.9999999999999,0.04,,0,False
-228.28282828282832,-206.0606060606061,0.02,-177.77777777777783,-155.55555555555557,0.02,,0,False
64.14141414141407,97.47474747474746,0.02,255.5555555555555,299.9999999999999,0.04,0.029467919449618657,2,False
-370.20202020202015,-336.8686868686869,0.04,-382.32323232323233,-304.5454545454546,0.08,0.14442324579743876,2,False
-108.08080808080808,-63.63636363636368,0.04,354.040404040404,454.0404040404039,0.08,0.004828375003710218,1,False
-180.80808080808086,-91.9191919191919,0.08,154.54545454545445,198.9898989898989,0.04,-0.06018508634688562,4,False
284.34343434343435,362.12121212121207,0.08,-109.0909090909091,-42.424242424242465,0.06,-0.031685763896793194,4,False
-309.0909090909092,-286.86868686868684,0.02,214.1414141414141,280.80808080808066,0.06,,0,False
285.35353535353534,340.90909090909093,0.06,447.47474747474735,491.91919191919175,0.04,3.135727082705484e-06,2,False
-7.575757575757604,47.97979797979791,0.04,-482.8282828282828,-416.16161616161617,0.06,5.793891901240143e-06,1,False
358.080808080808,369.1919191919191,0.02,-352.020202020202,-274.2424242424243,0.08,-0.03904962268554445,2,False
-209.59595959595964,-154.04040404040404,0.04,446.9696969696968,502.52525252525254,0.06,0.00019380316675042308,1,False
317.1717171717171,339.39393939393943,0.02,153.53535353535344,220.20202020202015,0.06,0.0069193341831518896,1,False
386.36363636363626,441.9191919191919,0.04,-17.67676767676771,37.878787878787854,0.06,,0,False
-442.9292929292929,-365.1515151515151,0.08,-137.87878787878788,-104.54545454545455,0.02,0.0009172711830762039,1,False
438.38383838383834,460.6060606060607,0.02,-278.78787878787887,-256.5656565656566,0.02,-0.019735897837926855,2,False
-440.4040404040404,-418.18181818181813,0.02,394.94949494949486,483.8383838383837,0.06,6.116638130882791e-06,1,False
91.9191919191919,180.80808080808075,0.06,-279.79797979797985,-235.3535353535354,0.04,,0,False
234.84848484848476,290.4040404040404,0.06,255.5555555555555,299.9999999999999,0.04,0.011222760499762195,1,False
93.93939393939392,138.3838383838384,0.04,253.03030303030297,353.03030303030295,0.08,0.02566603462702367,5,False
-60.60606060606065,50.505050505050434,0.08,394.94949494949486,483.8383838383837,0.06,0.00013131445019808806,6,False
-8.585858585858613,69.19191919191913,0.06,-18.68686868686872,59.09090909090907,0.08,-0.014191061378272682,4,False
-480.8080808080808,-458.58585858585866,0.04,-392.4242424242424,-314.64646464646466,0.08,0.010171597286501664,3,False
134.34343434343435,178.78787878787873,0.02,233.33333333333326,322.2222222222222,0.08,0.047642762078448524,3,False
-140.40404040404042,-51.51515151515156,0.08,-15.656565656565691,-4.545454545454575,0.02,,0,False
-6.060606060606091,16.161616161616138,0.02,-481.8181818181818,-437.37373737373736,0.04,5.793891901240143e-06,1,False
-412.62626262626264,-334.8484848484849,0.08,-16.6666666666667,16.666666666666643,0.04,-9.428436561415888e-07,1,False
-419.6969696969697,-408.5858585858586,0.02,396.46464646464636,452.0202020202019,0.04,,0,False
-472.22222222222223,-416.66666666666663,0.06,-310.6060606060607,-255.05050505050508,0.04,0.028162580996009004,2,False
-312.1212121212122,-223.23232323232327,0.08,32.3232323232323,98.98989898989898,0.06,-0.021160141732177624,5,False
264.14141414141415,341.9191919191919,0.08,294.9494949494948,361.6161616161616,0.06,0.0010267018380837008,1,False
-249.49494949494954,-205.05050505050508,0.04,-87.87878787878793,-43.434343434343475,0.04,,0,False
-108.58585858585859,-53.030303030303074,0.06,-321.2121212121212,-254.5454545454546,0.06,0.005752284427186051,1,False
458.58585858585866,480.80808080808066,0.02,164.14141414141412,219.69696969696963,0.04,,0,False
254.54545454545448,321.21212121212113,0.08,256.5656565656565,278.78787878787864,0.02,0.011222760499762195,1,False
335.85858585858585,391.41414141414134,0.06,344.44444444444434,433.3333333333332,0.08,2.9086508566030938e-05,5,False
287.37373737373736,298.4848484848484,0.02,235.35353535353528,279.7979797979797,0.04,0.011222760499762195,1,False
256.060606060606,289.3939393939394,0.04,-484.34343434343435,-384.3434343434343,0.08,-0.001507451221268845,5,False
315.6565656565656,371.21212121212113,0.06,-279.79797979797985,-235.3535353535354,0.04,-0.11891123616355387,2,False
287.37373737373736,298.4848484848484,0.02,293.9393939393938,382.82828282828285,0.08,,0,False
294.9494949494948,361.6161616161616,0.06,214.1414141414141,280.80808080808066,0.06,0.018483392117157407,1,False
-288.8888888888889,-266.66666666666663,0.02,194.94949494949486,239.39393939393932,0.04,,0,False
44.44444444444437,66.6666666666666,0.02,94.44444444444443,127.77777777777773,0.04,,0,False
-139.8989898989899,-62.12121212121217,0.06,235.35353535353528,279.7979797979797,0.04,0.016870637276456053,1,False
204.04040404040398,270.7070707070707,0.06,73.73737373737373,118.18181818181817,0.04,0.05432524082300933,1,False
-360.6060606060606,-316.16161616161617,0.04,316.66666666666663,349.9999999999999,0.02,0.004198662451131391,1,False
-252.02020202020208,-152.02020202020202,0.08,294.9494949494948,361.6161616161616,0.06,0.04675091367537005,2,False
337.3737373737374,359.5959595959595,0.02,-240.40404040404044,-173.7373737373738,0.06,-0.1219350084122268,2,False
387.8787878787878,410.10101010100993,0.02,489.3939393939392,500.5050505050505,0.02,,0,False
384.34343434343424,484.34343434343424,0.08,254.54545454545448,321.21212121212113,0.06,4.46161847519207e-05,5,False
-480.8080808080808,-458.58585858585866,0.04,-322.22222222222223,-233.33333333333337,0.08,0.009863435696178525,2,False
-159.09090909090912,-103.53535353535354,0.04,-68.18181818181823,-12.62626262626266,0.04,-0.04142650629772098,2,False
337.3737373737374,359.5959595959595,0.02,-311.61616161616166,-233.8383838383839,0.06,-0.09912192973662444,3,False
257.070707070707,268.1818181818182,0.02,316.1616161616161,360.60606060606057,0.04,,0,False
-209.59595959595964,-154.04040404040404,0.04,-66.66666666666671,-44.444444444444485,0.02,-0.0122113469981562,1,False
-422.2222222222222,-355.5555555555556,0.08,425.75757575757564,503.5353535353535,0.08,2.073224848713016e-05,4,False
-139.8989898989899,-62.12121212121217,0.06,-178.78787878787884,-134.34343434343435,0.04,0.00031905889868838705,1,False
366.6666666666666,411.111111111111,0.04,34.34343434343432,56.565656565656546,0.02,0.00044984383664946624,3,False
294.9494949494948,361.6161616161616,0.06,-443.93939393939394,-343.93939393939394,0.08,-0.007783758504903892,3,False
64.14141414141407,97.47474747474746,0.02,428.2828282828282,450.50505050505035,0.02,,0,False
-230.80808080808083,-153.03030303030306,0.06,-188.3838383838384,-155.05050505050508,0.04,0.009900019987198375,2,False
316.1616161616161,360.60606060606057,0.04,-18.68686868686872,59.09090909090907,0.08,0.001467410787676433,4,False
