synthetic_indicator_one_min,synthetic_indicator_one_max,synthetic_indicator_one_relLen,synthetic_indicator_nd_min,synthetic_indicator_nd_max,synthetic_indicator_nd_relLen,relative_profit,number_of_datapoints,is_empty
-385.8585858585858,-8.080808080808122,0.35,-396.4646464646464,-229.79797979797985,0.16,0.08300562772782596,25,False
-378.7878787878788,65.65656565656559,0.39,479.29292929292916,490.40404040404024,0.02,7.682045188170024e-05,5,False
-177.7777777777778,288.88888888888886,0.37,-468.6868686868687,-268.68686868686876,0.18,-0.00380673223104779,33,False
-481.8181818181818,-215.15151515151518,0.29,34.34343434343432,56.565656565656546,0.02,-0.00038061173742172106,3,False
-515.6565656565656,273.23232323232315,0.69,-201.51515151515156,342.9292929292929,0.5,0.006792925025187996,213,False
-18.68686868686872,281.3131313131313,0.22,-501.5151515151515,-23.73737373737378,0.42,-0.017493166575822516,53,False
-107.57575757575756,147.97979797979798,0.2,-210.10101010101016,523.2323232323231,0.66,-0.002322422768456918,92,False
-494.4444444444445,272.2222222222222,0.65,93.43434343434342,148.98989898989893,0.06,-0.005979738227200833,25,False
-269.6969696969697,-225.2525252525253,0.04,-177.27272727272728,278.28282828282823,0.42,0.0210169572516968,13,False
313.63636363636357,413.6363636363635,0.1,-167.17171717171718,510.6060606060605,0.6,-0.005282593113928566,34,False
-390.40404040404036,87.3737373737373,0.43,55.55555555555556,499.9999999999999,0.4,-0.00922248699222547,104,False
-448.98989898989896,206.5656565656565,0.57,-342.4242424242425,-31.31313131313135,0.28,0.025316675605278994,88,False
-28.28282828282832,482.8282828282829,0.43,224.74747474747468,502.52525252525237,0.24,0.010147275886401286,64,False
-404.54545454545456,162.12121212121212,0.51,-114.6464646464647,518.6868686868685,0.58,-0.003595414675171064,168,False
-142.92929292929293,1.5151515151514845,0.12,248.98989898989893,437.87878787878776,0.16,0.009814820673681534,12,False
167.17171717171712,378.2828282828282,0.2,10.101010101010074,121.2121212121212,0.1,0.07780997308950663,13,False
-328.28282828282835,116.16161616161615,0.37,-399.4949494949495,-166.16161616161622,0.22,0.05208536143578744,37,False
-216.1616161616162,-16.1616161616162,0.16,-30.808080808080838,313.6363636363635,0.34,-0.08245362199134273,33,False
-222.22222222222226,111.1111111111111,0.27,155.05050505050502,410.6060606060605,0.22,0.011446384919828778,47,False
438.38383838383834,460.6060606060607,0.02,-260.10101010101016,239.89898989898984,0.46,-0.012922911867755443,5,False
231.31313131313124,364.6464646464646,0.14,-513.6363636363636,230.80808080808072,0.68,-0.02319290762688287,59,False
-376.26262626262627,12.626262626262598,0.35,-25.75757575757579,207.57575757575748,0.24,-0.06621291376660125,52,False
-381.81818181818187,-315.1515151515151,0.08,250.50505050505043,406.06060606060595,0.14,0.006655965197114494,5,False
-439.89898989898995,237.87878787878782,0.57,-29.29292929292932,504.0404040404039,0.48,0.007454096154514256,179,False
257.07070707070704,490.4040404040403,0.22,-2.0202020202020474,375.7575757575757,0.36,0.007235088525254399,49,False
-458.0808080808081,-46.96969696969702,0.39,-278.7878787878788,187.87878787878785,0.44,-0.018470701948307175,98,False
-369.6969696969697,319.19191919191917,0.57,139.89898989898987,284.34343434343424,0.14,0.04572582902237093,51,False
-338.8888888888889,116.66666666666666,0.39,-39.89898989898993,504.54545454545445,0.5,-0.01143000532755223,126,False
-217.1717171717172,5.050505050505022,0.18,-334.3434343434344,243.4343434343434,0.52,-0.049284808900360605,66,False
-426.26262626262627,-48.48484848484853,0.35,-433.3333333333333,-122.22222222222223,0.28,0.05899110189280659,59,False
-440.9090909090909,-407.5757575757576,0.04,-381.8181818181818,351.51515151515144,0.68,0.013652110917637957,20,False
277.27272727272725,510.6060606060606,0.22,-459.09090909090907,-25.7575757575758,0.38,-0.04039064554290007,59,False
-44.444444444444485,377.7777777777777,0.35,26.262626262626238,226.2626262626262,0.2,0.0836687725317895,40,False
48.48484848484842,426.2626262626261,0.33,-408.080808080808,14.14141414141411,0.38,-0.03931223972877995,71,False
-224.24242424242428,153.53535353535355,0.31,-172.22222222222223,172.22222222222211,0.32,-0.030884077501263294,70,False
192.42424242424238,514.6464646464647,0.31,-362.1212121212122,382.3232323232322,0.68,-0.016664066665999344,117,False
-2.0202020202020474,375.7575757575757,0.31,375.2525252525253,453.0303030303029,0.06,6.871657524321162e-05,10,False
-157.5757575757576,309.09090909090907,0.37,-363.6363636363636,-30.303030303030347,0.3,-0.023450462086663716,64,False
-248.98989898989902,228.78787878787873,0.37,-357.5757575757576,286.8686868686868,0.6,0.0020393050095511567,132,False
-358.5858585858586,85.8585858585858,0.39,-468.6868686868687,-268.68686868686876,0.18,0.05624464945719053,36,False
167.6767676767676,367.6767676767676,0.18,-210.10101010101013,301.01010101010087,0.48,0.023160260067896267,54,False
-498.4848484848485,-87.37373737373737,0.41,-281.31313131313135,240.90909090909085,0.48,-0.005303840463160553,103,False
195.45454545454538,451.010101010101,0.24,34.343434343434325,501.01010101010087,0.42,0.016512333673554053,52,False
-448.98989898989896,206.5656565656565,0.57,-217.6767676767677,460.10101010100993,0.62,0.005895085039324632,215,False
-73.73737373737379,104.04040404040403,0.14,74.74747474747474,96.96969696969695,0.02,-0.14772017089051712,3,False
-314.6464646464647,-170.20202020202026,0.12,152.52525252525248,463.6363636363635,0.26,0.03337785869922306,18,False
-180.3030303030303,341.91919191919186,0.43,-188.3838383838384,-155.05050505050508,0.04,-0.054825561132640616,11,False
-63.13131313131318,103.53535353535352,0.12,27.272727272727252,205.05050505050497,0.18,-0.016855632445412844,17,False
-257.0707070707071,-45.959595959596,0.18,55.05050505050505,510.6060606060604,0.42,-0.039458262308867696,42,False
172.72727272727266,261.61616161616155,0.06,-336.36363636363643,285.8585858585858,0.56,0.04825097432205465,33,False
-337.87878787878793,317.67676767676767,0.53,-270.7070707070707,462.6262626262625,0.66,0.005616956666346291,229,False
-428.2828282828283,-6.060606060606098,0.39,-112.12121212121212,21.212121212121186,0.12,-0.018641319407909144,26,False
-510.6060606060606,167.17171717171718,0.63,-443.93939393939394,100.50505050505049,0.48,0.01002922602042171,169,False
-324.2424242424243,31.313131313131287,0.31,-135.85858585858585,519.6969696969695,0.6,-0.02610450215687395,108,False
-474.7474747474747,-363.6363636363636,0.12,14.141414141414115,36.36363636363634,0.02,4.939410330978701e-07,2,False
282.82828282828285,393.9393939393938,0.12,-413.1313131313131,120.20202020202018,0.48,-0.04924398108712201,35,False
-335.3535353535354,264.64646464646455,0.47,-260.10101010101016,239.89898989898984,0.46,0.004271322818142066,150,False
-263.13131313131316,81.31313131313125,0.29,-321.21212121212125,-32.32323232323236,0.24,0.005410446373087022,37,False
-402.02020202020196,331.3131313131312,0.63,267.17171717171703,500.50505050505035,0.2,0.011212744404818273,81,False
