synthetic_indicator_one_min,synthetic_indicator_one_max,synthetic_indicator_one_relLen,synthetic_indicator_nd_min,synthetic_indicator_nd_max,synthetic_indicator_nd_relLen,relative_profit,number_of_datapoints,is_empty
-360.1010101010101,-326.7676767676768,0.04,363.13131313131305,485.3535353535352,0.1,0.000658371131712845,2,False
323.2323232323231,434.3434343434343,0.12,-406.060606060606,-250.50505050505055,0.14,-0.04194003693370633,8,False
198.98989898989896,376.7676767676767,0.18,-287.3737373737374,-76.26262626262631,0.2,-0.093490523992038,26,False
-116.66666666666667,-105.55555555555556,0.02,-440.9090909090909,-185.3535353535354,0.24,0.004603932647341662,3,False
29.29292929292928,162.62626262626253,0.08,-436.86868686868684,-270.20202020202026,0.16,-0.0002268952915688092,7,False
240.40404040404036,395.95959595959584,0.16,-239.39393939393943,-194.94949494949498,0.04,-0.12754362755891585,9,False
-211.11111111111114,-122.22222222222224,0.06,-16.161616161616195,6.060606060606035,0.02,-0.026099341429958355,1,False
-199.4949494949495,78.28282828282822,0.24,-335.85858585858585,-169.19191919191923,0.14,0.011128794385742267,11,False
257.57575757575756,479.7979797979797,0.24,333.33333333333326,444.44444444444446,0.08,0.00011164499632818231,7,False
-252.02020202020202,-152.02020202020205,0.08,-369.6969696969697,-125.25252525252526,0.22,0.07778687324297635,12,False
277.77777777777777,499.9999999999999,0.24,-137.87878787878788,-104.54545454545455,0.04,-0.0193971104090841,5,False
92.92929292929293,159.5959595959595,0.04,110.1010101010101,243.43434343434336,0.1,0.22592537709423968,2,False
-160.1010101010101,-82.32323232323238,0.08,246.4646464646464,490.90909090909076,0.2,0.01387282674322951,12,False
202.5252525252525,302.5252525252525,0.1,-481.3131313131313,-225.7575757575758,0.24,-0.03768811660931595,18,False
427.2727272727272,471.7171717171716,0.04,248.98989898989893,437.8787878787878,0.14,3.073987330738696e-06,3,False
-123.73737373737374,42.92929292929291,0.16,-24.242424242424278,175.75757575757572,0.16,-0.09471140477277531,14,False
-487.37373737373736,-320.7070707070707,0.16,-401.010101010101,-356.5656565656566,0.04,,0,False
-350.0,-94.44444444444444,0.24,-430.3030303030303,-185.85858585858588,0.22,0.09457080141808018,35,False
221.2121212121212,354.54545454545445,0.14,-490.9090909090909,-246.4646464646465,0.24,-0.027416746429385064,19,False
-260.10101010101016,-204.54545454545456,0.06,-124.24242424242425,53.53535353535346,0.18,-0.011036759851378128,6,False
-159.09090909090912,-103.53535353535354,0.06,245.45454545454538,512.1212121212121,0.22,0.01564993996861798,9,False
-128.2828282828283,-83.83838383838389,0.06,-16.161616161616195,6.060606060606035,0.02,-0.06603893687120407,1,False
-406.060606060606,-250.50505050505055,0.14,186.86868686868678,409.09090909090907,0.2,0.003570282939415588,15,False
-339.8989898989899,-306.5656565656566,0.04,-73.23232323232328,93.43434343434338,0.16,,0,False
263.6363636363636,352.5252525252524,0.1,-431.31313131313135,-164.64646464646466,0.24,-0.09318744468462141,17,False
127.77777777777779,316.6666666666667,0.2,2.020202020201996,68.68686868686862,0.06,0.026853635840765316,6,False
9.090909090909065,142.42424242424244,0.08,214.14141414141406,280.8080808080807,0.08,0.028036190479078023,4,False
297.4747474747474,308.5858585858586,0.02,246.4646464646464,490.90909090909076,0.2,0.000662901332573395,3,False
-77.77777777777783,-33.33333333333337,0.04,233.83838383838375,311.6161616161616,0.08,-0.00032548418654243516,3,False
-441.9191919191919,-386.3636363636364,0.06,184.84848484848476,451.5151515151515,0.24,0.0005854415531039744,11,False
130.80808080808083,253.03030303030297,0.12,-7.5757575757576,270.20202020202015,0.24,0.1522357251403641,21,False
-439.8989898989899,-428.78787878787875,0.02,-187.8787878787879,56.56565656565649,0.24,0.00025879026147632037,4,False
172.22222222222211,272.22222222222223,0.1,-309.5959595959596,-276.2626262626263,0.02,,0,False
-14.141414141414169,185.85858585858577,0.14,-439.3939393939394,-217.1717171717172,0.22,-0.0001557776171663343,18,False
-439.8989898989899,-428.78787878787875,0.02,-460.1010101010101,-226.76767676767682,0.22,0.01903383951817797,3,False
-119.1919191919192,169.6969696969696,0.22,-337.8787878787879,-126.76767676767678,0.18,0.00021122531117256666,13,False
-159.09090909090912,-103.53535353535354,0.06,-339.3939393939394,-94.94949494949495,0.22,0.007327356516944712,4,False
201.01010101010098,334.34343434343424,0.14,-207.0707070707071,15.151515151515127,0.22,-0.05583901840501991,18,False
-236.3636363636364,-36.3636363636364,0.18,61.61616161616155,150.50505050505046,0.06,-0.15325087568768747,8,False
172.22222222222211,272.22222222222223,0.1,-331.8181818181818,-254.0404040404041,0.06,-0.04592119954458188,3,False
-118.18181818181819,-73.73737373737379,0.06,-384.8484848484849,-251.51515151515156,0.12,0.006407588413278483,3,False
219.19191919191917,396.9696969696969,0.18,-118.68686868686869,-63.13131313131318,0.06,-0.018912817049137123,8,False
-475.25252525252523,-353.03030303030306,0.1,-71.21212121212126,51.01010101010094,0.12,2.2850318846941023e-05,8,False
-448.98989898989896,-237.8787878787879,0.2,-482.32323232323233,-426.76767676767673,0.06,0.01846891139988756,5,False
-294.44444444444446,-150.00000000000003,0.12,-450.50505050505046,-428.2828282828283,0.02,0.027571589722825137,1,False
241.41414141414137,374.74747474747466,0.14,-23.232323232323267,154.5454545454545,0.14,0.019996241793092732,13,False
-339.3939393939394,-94.94949494949495,0.22,-157.5757575757576,-135.35353535353536,0.02,0.005341106513646656,4,False
306.06060606060606,350.5050505050504,0.04,-138.88888888888889,-83.33333333333339,0.06,,0,False
54.04040404040397,309.5959595959595,0.22,-422.2222222222223,-355.55555555555554,0.06,-0.002055119413778444,11,False
405.05050505050497,493.9393939393938,0.08,235.35353535353528,279.79797979797974,0.06,4.597382020881526e-06,2,False
292.92929292929284,404.04040404040404,0.12,-411.1111111111111,-144.44444444444446,0.24,-0.09143793290145678,19,False
-59.090909090909136,240.90909090909088,0.24,142.9292929292929,220.7070707070706,0.06,0.20719871636579998,7,False
340.9090909090908,507.57575757575756,0.18,300.5050505050505,467.17171717171715,0.14,3.495262286625474e-05,9,False
397.47474747474746,430.8080808080807,0.04,215.65656565656556,248.98989898989896,0.04,,0,False
287.8787878787878,510.1010101010101,0.24,-399.99999999999994,-377.7777777777778,0.02,-0.0026274192572025485,1,False
-319.6969696969697,-64.14141414141419,0.24,-118.68686868686869,-63.13131313131318,0.06,-0.0010073594007585316,8,False
-120.20202020202021,-31.313131313131354,0.1,-479.2929292929293,-268.18181818181824,0.2,0.0021664666012617974,15,False
-291.9191919191919,-203.03030303030306,0.08,-147.4747474747475,96.96969696969691,0.24,-0.008937111245922488,13,False
362.62626262626253,495.95959595959584,0.14,185.35353535353528,440.9090909090908,0.22,0.00012094350187570271,15,False
-217.1717171717172,5.050505050505022,0.2,-183.83838383838386,-28.282828282828323,0.16,-0.0068847918664876485,14,False
219.19191919191917,396.9696969696969,0.18,-137.37373737373738,-115.15151515151516,0.02,-0.05008218998976202,3,False
220.20202020202018,375.75757575757564,0.16,-17.1717171717172,27.272727272727188,0.04,0.006515795027969817,4,False
245.4545454545454,289.8989898989899,0.04,-340.4040404040404,-73.73737373737379,0.24,-0.09298651847748333,8,False
244.94949494949492,300.50505050505046,0.06,-19.191919191919222,69.69696969696963,0.08,0.018488978369003643,4,False
-94.949494949495,105.05050505050505,0.16,188.3838383838383,377.2727272727272,0.18,0.006775030771834414,17,False
298.4848484848485,509.5959595959596,0.22,-145.45454545454547,54.54545454545447,0.2,-0.0055403849057994925,27,False
-196.969696969697,25.25252525252523,0.2,-318.1818181818182,-95.95959595959596,0.2,0.005865505279805705,17,False
-402.5252525252525,-324.74747474747477,0.08,-232.82828282828285,-110.60606060606061,0.1,0.03941639199900582,7,False
-238.38383838383842,6.060606060606032,0.22,-207.0707070707071,15.151515151515127,0.22,-0.01873929844195153,27,False
282.32323232323233,404.5454545454545,0.14,40.40404040404033,151.51515151515147,0.08,0.006681313213559426,7,False
-169.1919191919192,108.58585858585859,0.24,-7.070707070707097,259.5959595959595,0.22,-0.059590709869998953,27,False
145.95959595959587,379.2929292929292,0.24,-427.2727272727273,-249.49494949494954,0.16,-0.03337099404202091,19,False
173.23232323232313,251.01010101010098,0.08,-309.5959595959596,-276.2626262626263,0.02,,0,False
-86.36363636363642,146.969696969697,0.16,397.47474747474746,430.8080808080807,0.02,0.00040308252945332306,2,False
-391.9191919191919,-325.2525252525253,0.06,44.44444444444437,66.6666666666666,0.02,-9.680608873108316e-05,2,False
-127.2727272727273,-105.05050505050505,0.04,-484.8484848484848,-373.7373737373738,0.12,0.0017399477399172645,2,False
266.66666666666663,288.8888888888889,0.02,396.96969696969694,441.4141414141414,0.04,,0,False
-332.32323232323233,-243.43434343434345,0.08,-383.83838383838383,-272.7272727272728,0.1,0.19119816355998823,7,False
398.48484848484844,409.5959595959595,0.02,-115.65656565656566,95.4545454545454,0.2,-0.0027101683385882896,3,False
58.58585858585852,214.14141414141412,0.12,-283.8383838383839,-150.50505050505052,0.12,-0.021187386908082598,4,False
237.37373737373733,459.5959595959595,0.24,-310.6060606060606,-255.0505050505051,0.04,-0.0696697697491107,7,False
170.2020202020201,314.64646464646466,0.16,-450.50505050505046,-428.2828282828283,0.02,-0.0007153343798399572,2,False
489.39393939393926,500.5050505050505,0.02,-423.23232323232327,-334.34343434343435,0.08,-0.0011152174182771427,2,False
292.92929292929284,404.04040404040404,0.12,227.77777777777771,438.8888888888888,0.18,0.0028349221787485205,10,False
22.222222222222207,311.11111111111103,0.24,-118.68686868686869,159.09090909090904,0.24,0.0639302214934737,37,False
204.040404040404,270.70707070707067,0.06,-428.2828282828283,-228.28282828282832,0.18,-0.030999595649015697,9,False
-484.34343434343435,-384.34343434343435,0.1,-67.17171717171722,-33.838383838383876,0.04,0.000140084270048269,1,False
-188.3838383838384,-155.05050505050508,0.02,230.80808080808075,375.2525252525252,0.14,0.04833078789178534,4,False
-139.3939393939394,149.4949494949495,0.24,61.61616161616155,150.50505050505046,0.06,-0.018675197672204557,10,False
-229.29292929292933,-184.84848484848487,0.04,-339.8989898989899,-306.5656565656566,0.04,0.16313264766254226,1,False
11.111111111111086,100.0,0.06,195.95959595959587,218.1818181818181,0.02,,0,False
-408.58585858585855,-197.47474747474752,0.2,273.23232323232315,373.23232323232315,0.08,0.010729968451691623,9,False
-86.36363636363642,146.969696969697,0.16,-339.3939393939394,-94.94949494949495,0.22,-0.00103325933519434,18,False
-128.7878787878788,-73.23232323232328,0.08,244.4444444444444,311.11111111111114,0.06,0.020416492339859524,2,False
340.9090909090908,507.57575757575756,0.18,-205.05050505050508,-27.27272727272731,0.18,-0.016172956826287384,22,False
-266.1616161616162,-77.27272727272732,0.18,270.20202020202015,436.8686868686868,0.12,0.022303843538949198,12,False
